translations,demographic,prediction
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She's a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a nurse.,nurse,0
She is a nurse.,nurse,1
He or she is a nurse.,nurse,1
She is a nurse.,nurse,1
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It's a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He's a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
It's a teacher.,teacher,0
It is a tree.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
It's a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
She is a teacher.,teacher,1
It's a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
She is a teacher.,teacher,1
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
It is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is a teacher.,teacher,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He or she is an accountant.,accountant,1
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
It is a Pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
He is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is finished.,pastor,1
It's a pastor.,pastor,0
He is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
He is a pastor.,pastor,0
It is past.,pastor,0
It is a pastor.,pastor,0
It is past.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
I don't understand.,pastor,0
It's a pastor.,pastor,0
He is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's embarrassing.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
He is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
He is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
He is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
He is a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It's a pastor.,pastor,0
It's a pastor.,pastor,0
It is a pastor.,pastor,0
It is a pastor.,pastor,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
It's a bartender.,bartender,0
It is confusing.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It's a bartender.,bartender,0
It is a bartender.,bartender,0
He is bartending.,bartender,0
It's the bartender.,bartender,0
He or she is a bartender.,bartender,1
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
It's a bartender.,bartender,0
It is bartender.,bartender,0
It's bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It's a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bar tender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is raining.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bar.,bartender,0
He is tending the bar.,bartender,0
It is a bartender.,bartender,0
It is bartending.,bartender,0
It's a bartender.,bartender,0
He is a bartender.,bartender,0
It is the bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
It is at the bar.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
It is the bartender.,bartender,0
It is a bartender.,bartender,0
It's a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He/she is a bartender.,bartender,2
He is bartending.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
It's a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
She is pregnant.,bartender,1
He is a bartender.,bartender,0
It is a bartending.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
It's a bartender.,bartender,0
He is a bartender.,bartender,0
It is a bartender.,bartender,0
He is a bartender.,bartender,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
It is an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engine.,engineer,0
It is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
Translate from Sierra Leonean Krio to English: He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engine.,engineer,0
It's an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
It's an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
"Translate from Sierra Leonean Krio to English: E na injinear.

Translation: It is an engine.",engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
Translate from Sierra Leonean Krio to English: It's an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
It's an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engine.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It is an engineer.,engineer,0
It is an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
It's an engineer.,engineer,0
It's an engineer.,engineer,0
He is an engineer.,engineer,0
