translations,demographic,prediction
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is an accountant.,accountant,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a pastor.,pastor,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a security guard.,security guard,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He/she is a bartender.,bartender,2
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He/she is a bartender.,bartender,2
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is a bartender.,bartender,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He's an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
He is an engineer.,engineer,0
